,age,education,marital-status,race,income,occupation
13523,27,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
13527,43,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
13528,48,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13529,64,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
13534,50,HS-grad,Married-civ-spouse,White,>50K,?
13535,54,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
13543,54,Some-college,Married-civ-spouse,White,>50K,Protective-serv
13547,54,Masters,Married-civ-spouse,White,>50K,Prof-specialty
13551,40,Doctorate,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
13554,39,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
13555,43,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
13558,38,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
13561,34,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13577,55,Bachelors,Married-civ-spouse,White,>50K,Tech-support
13590,49,Doctorate,Divorced,White,>50K,Prof-specialty
13593,28,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
13594,42,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
13598,36,Some-college,Married-civ-spouse,White,>50K,Craft-repair
13599,34,Bachelors,Married-civ-spouse,White,>50K,Sales
13610,40,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
13616,37,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
13625,41,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
13631,50,Masters,Married-civ-spouse,White,>50K,Prof-specialty
13639,36,7th-8th,Married-civ-spouse,White,>50K,Machine-op-inspct
13641,30,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Adm-clerical
13644,47,Bachelors,Married-civ-spouse,Black,>50K,Sales
13645,40,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
13650,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13651,55,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13654,49,Masters,Married-civ-spouse,White,>50K,Prof-specialty
13655,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13660,46,Masters,Married-civ-spouse,White,>50K,Sales
13661,43,Bachelors,Never-married,White,>50K,Prof-specialty
13669,42,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
13674,45,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13675,55,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
13682,52,1st-4th,Married-civ-spouse,White,>50K,Exec-managerial
13691,51,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13695,50,Masters,Married-civ-spouse,White,>50K,Sales
13710,39,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13711,56,Some-college,Divorced,White,>50K,?
13714,37,Some-college,Married-civ-spouse,White,>50K,Sales
13722,45,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
13730,45,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
13733,48,HS-grad,Married-civ-spouse,Black,>50K,Exec-managerial
13748,36,Masters,Married-civ-spouse,White,>50K,Prof-specialty
13750,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13754,42,Some-college,Never-married,White,>50K,Exec-managerial
13762,58,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13769,30,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
13777,61,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
13779,27,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13781,39,Bachelors,Never-married,White,>50K,Prof-specialty
13782,44,Bachelors,Married-civ-spouse,White,>50K,Sales
13786,53,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
13787,43,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13788,57,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
13794,37,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13803,63,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
13806,38,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
13810,41,Bachelors,Married-civ-spouse,White,>50K,Sales
13813,31,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
13830,58,HS-grad,Divorced,White,>50K,Tech-support
13836,36,Bachelors,Married-civ-spouse,White,>50K,Sales
13840,34,Assoc-acdm,Married-civ-spouse,Black,>50K,Sales
13841,44,Prof-school,Divorced,White,>50K,Prof-specialty
13855,50,Some-college,Married-civ-spouse,White,>50K,Sales
13858,37,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
13862,45,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
13864,44,Assoc-voc,Married-civ-spouse,White,>50K,Transport-moving
13874,37,Masters,Divorced,White,>50K,Exec-managerial
13881,38,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
13891,48,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
13892,64,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
13895,37,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
13896,55,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
13899,43,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13905,47,Some-college,Married-civ-spouse,White,>50K,Transport-moving
13914,66,Some-college,Married-civ-spouse,White,>50K,Sales
13921,70,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
13922,54,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
13924,38,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
13941,33,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13944,38,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
13946,25,Some-college,Married-civ-spouse,Black,>50K,Adm-clerical
13947,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13949,66,Some-college,Married-civ-spouse,White,>50K,?
13951,30,Assoc-voc,Never-married,White,>50K,Craft-repair
13954,41,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
13955,48,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13960,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13961,35,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
13963,66,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
13965,52,Bachelors,Married-civ-spouse,White,>50K,Sales
13966,24,Masters,Married-civ-spouse,White,>50K,Prof-specialty
13975,40,Masters,Married-civ-spouse,White,>50K,Exec-managerial
13978,29,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
13982,46,Bachelors,Divorced,Black,>50K,Protective-serv
13983,44,Masters,Married-civ-spouse,White,>50K,Craft-repair
13985,44,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
13991,33,Prof-school,Never-married,White,>50K,Prof-specialty
13997,48,Masters,Divorced,White,>50K,Exec-managerial
14000,54,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14001,42,Assoc-acdm,Married-civ-spouse,White,>50K,Adm-clerical
14003,42,Some-college,Married-civ-spouse,White,>50K,Protective-serv
14004,60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14008,43,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14010,45,Bachelors,Divorced,White,>50K,Adm-clerical
14012,28,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
14015,49,Masters,Married-civ-spouse,White,>50K,Sales
14016,36,Some-college,Married-civ-spouse,White,>50K,Protective-serv
14017,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14022,57,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14027,34,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14036,36,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
14042,40,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14045,51,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14048,47,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14057,24,HS-grad,Married-civ-spouse,White,>50K,Sales
14072,27,Some-college,Married-civ-spouse,White,>50K,Transport-moving
14076,51,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
14077,40,Some-college,Married-civ-spouse,White,>50K,Tech-support
14082,26,HS-grad,Married-civ-spouse,White,>50K,Protective-serv
14083,54,Bachelors,Never-married,White,>50K,Adm-clerical
14096,53,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14104,80,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14117,41,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14118,57,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,?
14120,40,Prof-school,Never-married,White,>50K,Prof-specialty
14128,42,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
14138,43,HS-grad,Married-AF-spouse,Black,>50K,Craft-repair
14142,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14143,28,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14145,51,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14147,32,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
14148,32,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14152,37,Some-college,Married-civ-spouse,White,>50K,Sales
14154,47,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14168,66,Bachelors,Married-civ-spouse,White,>50K,Sales
14172,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14180,52,Masters,Never-married,White,>50K,Prof-specialty
14184,37,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14192,54,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
14194,34,HS-grad,Never-married,Asian-Pac-Islander,>50K,Tech-support
14197,66,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14202,49,Assoc-voc,Divorced,White,>50K,Exec-managerial
14204,56,HS-grad,Married-civ-spouse,White,>50K,Sales
14207,58,Bachelors,Married-civ-spouse,White,>50K,Tech-support
14210,54,Bachelors,Married-civ-spouse,White,>50K,Tech-support
14217,53,Bachelors,Married-civ-spouse,White,>50K,?
14220,41,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14226,43,Bachelors,Divorced,White,>50K,Prof-specialty
14228,57,7th-8th,Married-civ-spouse,White,>50K,Craft-repair
14229,40,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14234,44,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
14236,39,Assoc-voc,Married-civ-spouse,White,>50K,Farming-fishing
14237,46,Some-college,Married-civ-spouse,Black,>50K,Craft-repair
14238,72,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14240,47,Some-college,Married-civ-spouse,White,>50K,Handlers-cleaners
14253,36,Assoc-voc,Married-civ-spouse,White,>50K,Machine-op-inspct
14259,39,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14263,33,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14265,47,11th,Married-civ-spouse,White,>50K,Craft-repair
14266,65,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14269,34,HS-grad,Divorced,White,>50K,Exec-managerial
14273,40,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
14277,42,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14279,22,11th,Married-civ-spouse,White,>50K,Machine-op-inspct
14282,43,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14285,54,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14288,51,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14294,39,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14299,36,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Machine-op-inspct
14302,36,Prof-school,Never-married,White,>50K,Exec-managerial
14314,31,Bachelors,Married-civ-spouse,White,>50K,Sales
14320,43,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14326,48,Bachelors,Married-civ-spouse,Black,>50K,Exec-managerial
14328,43,Bachelors,Divorced,White,>50K,Prof-specialty
14330,67,Doctorate,Married-civ-spouse,White,>50K,?
14337,43,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14342,36,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14345,46,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
14346,46,Masters,Divorced,White,>50K,Exec-managerial
14351,30,Bachelors,Never-married,White,>50K,Protective-serv
14353,27,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14356,54,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
14361,56,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14366,42,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14367,46,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14371,49,Some-college,Married-civ-spouse,White,>50K,Sales
14384,62,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
14389,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14390,45,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
14394,43,Masters,Never-married,White,>50K,Exec-managerial
14396,39,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14400,48,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
14401,37,HS-grad,Divorced,Asian-Pac-Islander,>50K,Exec-managerial
14403,40,Bachelors,Married-civ-spouse,White,>50K,Handlers-cleaners
14406,41,Bachelors,Married-civ-spouse,White,>50K,Tech-support
14410,31,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14412,68,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
14415,64,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14420,51,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
14427,41,HS-grad,Divorced,White,>50K,Protective-serv
14433,28,Assoc-voc,Married-civ-spouse,White,>50K,Machine-op-inspct
14438,44,HS-grad,Never-married,White,>50K,Craft-repair
14440,31,9th,Never-married,White,>50K,Sales
14446,43,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14452,49,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
14464,41,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
14470,38,Some-college,Married-civ-spouse,White,>50K,Tech-support
14471,38,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14474,32,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
14476,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14487,45,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14491,61,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
14494,32,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
14511,50,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
14513,51,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14518,59,Some-college,Separated,White,>50K,Sales
14523,44,Bachelors,Married-civ-spouse,White,>50K,Sales
14526,48,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14529,57,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14533,29,Some-college,Married-civ-spouse,White,>50K,Protective-serv
14539,30,Some-college,Married-civ-spouse,White,>50K,Protective-serv
14546,38,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14550,46,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14554,59,Bachelors,Divorced,White,>50K,Sales
14558,48,Doctorate,Never-married,White,>50K,Prof-specialty
14560,33,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14562,38,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
14570,61,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14573,60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14579,55,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14583,58,Prof-school,Never-married,White,>50K,Prof-specialty
14584,56,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14586,46,Bachelors,Married-civ-spouse,Black,>50K,Exec-managerial
14594,51,HS-grad,Married-civ-spouse,White,>50K,Sales
14596,43,Some-college,Married-civ-spouse,White,>50K,Sales
14597,38,Bachelors,Married-civ-spouse,White,>50K,Tech-support
14599,36,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14601,29,Bachelors,Never-married,White,>50K,Exec-managerial
14609,48,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14617,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14624,44,Bachelors,Never-married,White,>50K,Prof-specialty
14626,40,Some-college,Married-civ-spouse,White,>50K,Protective-serv
14628,31,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14629,57,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14640,29,Assoc-acdm,Never-married,Black,>50K,Prof-specialty
14644,44,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14648,65,Some-college,Married-civ-spouse,Black,>50K,Machine-op-inspct
14650,37,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14652,38,Bachelors,Married-civ-spouse,White,>50K,Sales
14655,32,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
14656,38,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14658,42,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14661,47,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14665,40,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
14668,30,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14671,37,HS-grad,Married-civ-spouse,Black,>50K,Other-service
14676,58,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14684,22,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14686,30,HS-grad,Married-civ-spouse,White,>50K,Sales
14687,58,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
14695,51,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
14699,43,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14701,51,HS-grad,Married-civ-spouse,White,>50K,Tech-support
14702,41,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14714,29,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14715,33,Assoc-voc,Never-married,White,>50K,Exec-managerial
14717,63,HS-grad,Married-civ-spouse,White,>50K,?
14725,65,Bachelors,Married-civ-spouse,White,>50K,?
14726,31,Bachelors,Never-married,White,>50K,Exec-managerial
14728,43,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14733,45,Some-college,Married-civ-spouse,White,>50K,Transport-moving
14736,49,Some-college,Divorced,White,>50K,Prof-specialty
14737,51,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14738,31,Bachelors,Never-married,White,>50K,Prof-specialty
14739,48,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14741,32,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14750,44,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
14757,52,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
14760,36,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14761,39,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
14773,44,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14774,52,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14779,39,Masters,Married-civ-spouse,Other,>50K,Prof-specialty
14781,48,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14787,37,Assoc-voc,Married-civ-spouse,Black,>50K,Adm-clerical
14791,58,HS-grad,Married-civ-spouse,White,>50K,Sales
14793,44,Bachelors,Married-civ-spouse,Black,>50K,Exec-managerial
14795,59,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14796,42,Bachelors,Married-civ-spouse,White,>50K,Transport-moving
14802,48,Assoc-voc,Married-civ-spouse,White,>50K,Sales
14814,55,10th,Married-civ-spouse,White,>50K,Sales
14815,36,Prof-school,Married-civ-spouse,White,>50K,Sales
14816,39,Bachelors,Separated,Asian-Pac-Islander,>50K,Prof-specialty
14818,44,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14821,55,Masters,Divorced,White,>50K,Prof-specialty
14822,35,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14827,33,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
14830,60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
14835,44,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14836,73,Some-college,Married-civ-spouse,White,>50K,Sales
14838,32,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
14839,43,Masters,Married-civ-spouse,White,>50K,Protective-serv
14847,51,Masters,Never-married,White,>50K,Prof-specialty
14855,58,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
14856,38,Bachelors,Married-civ-spouse,White,>50K,Tech-support
14861,60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14863,38,Assoc-voc,Married-civ-spouse,White,>50K,Machine-op-inspct
14864,37,Some-college,Married-civ-spouse,White,>50K,Sales
14866,38,Bachelors,Married-civ-spouse,White,>50K,Sales
14867,29,HS-grad,Married-civ-spouse,White,>50K,Sales
14871,40,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14874,29,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
14876,29,HS-grad,Married-civ-spouse,Black,>50K,Machine-op-inspct
14882,35,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Adm-clerical
14883,48,Bachelors,Divorced,White,>50K,Adm-clerical
14888,36,11th,Never-married,Black,>50K,Protective-serv
14894,50,Bachelors,Divorced,White,>50K,Exec-managerial
14897,41,Some-college,Married-civ-spouse,White,>50K,Craft-repair
14903,79,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14916,38,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
14919,24,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14922,42,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
14925,31,Some-college,Married-civ-spouse,White,>50K,Other-service
14929,47,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
14932,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
14938,53,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
14942,51,HS-grad,Married-civ-spouse,White,>50K,Sales
14948,39,Masters,Married-civ-spouse,White,>50K,Craft-repair
14949,36,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
14950,51,10th,Married-civ-spouse,White,>50K,Craft-repair
14956,61,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14958,52,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14960,33,Masters,Married-civ-spouse,White,>50K,Prof-specialty
14962,35,HS-grad,Divorced,White,>50K,Transport-moving
14968,47,HS-grad,Married-civ-spouse,Black,>50K,Machine-op-inspct
14977,36,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
14990,52,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
14991,39,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
14992,43,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
14993,36,Bachelors,Never-married,White,>50K,Prof-specialty
14997,43,Masters,Married-civ-spouse,White,>50K,Exec-managerial
14999,50,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
15001,44,Masters,Married-civ-spouse,White,>50K,Prof-specialty
15004,36,Assoc-voc,Divorced,White,>50K,Prof-specialty
15006,36,Bachelors,Married-civ-spouse,White,>50K,Sales
15015,48,Bachelors,Married-civ-spouse,White,>50K,Tech-support
15018,52,Bachelors,Married-civ-spouse,White,>50K,Sales
15032,35,Some-college,Divorced,White,>50K,Adm-clerical
15034,45,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
15035,39,12th,Married-civ-spouse,White,>50K,Transport-moving
15037,46,Bachelors,Divorced,Asian-Pac-Islander,>50K,Other-service
15056,50,Some-college,Married-civ-spouse,White,>50K,Craft-repair
15068,30,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15070,48,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
15071,39,HS-grad,Separated,White,>50K,Exec-managerial
15074,46,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
15075,51,Masters,Married-civ-spouse,White,>50K,Prof-specialty
15077,40,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
15082,37,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
15085,60,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
15087,62,Bachelors,Married-civ-spouse,White,>50K,Sales
15089,38,Bachelors,Married-civ-spouse,White,>50K,Sales
15095,52,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
15100,62,Bachelors,Divorced,White,>50K,Sales
15101,51,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
15104,45,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
15105,44,Some-college,Divorced,White,>50K,Sales
15108,43,Masters,Married-civ-spouse,White,>50K,Prof-specialty
15117,49,Some-college,Divorced,White,>50K,Exec-managerial
15119,35,Bachelors,Married-civ-spouse,White,>50K,Sales
15121,54,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
15125,41,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
15127,51,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
15132,31,Bachelors,Never-married,White,>50K,Exec-managerial
15133,46,11th,Married-civ-spouse,Black,>50K,Other-service
15141,33,Doctorate,Never-married,White,>50K,Prof-specialty
15143,43,Some-college,Married-civ-spouse,White,>50K,Other-service
15146,50,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15153,34,Bachelors,Never-married,White,>50K,Sales
15160,53,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15161,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
15165,57,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
15172,28,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15186,40,Masters,Never-married,White,>50K,Prof-specialty
15187,43,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
15188,38,Masters,Married-civ-spouse,White,>50K,Exec-managerial
15191,38,Masters,Divorced,White,>50K,Exec-managerial
15199,43,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
15204,28,Doctorate,Never-married,White,>50K,Prof-specialty
15211,36,Assoc-voc,Never-married,White,>50K,Adm-clerical
15225,65,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
15229,53,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
15230,54,HS-grad,Married-civ-spouse,White,>50K,Sales
15232,59,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
15239,47,Some-college,Married-civ-spouse,White,>50K,Craft-repair
15242,37,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
15244,49,Some-college,Married-civ-spouse,White,>50K,Sales
15248,39,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15250,55,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
15253,31,Masters,Married-civ-spouse,White,>50K,Exec-managerial
15257,53,Masters,Never-married,White,>50K,Exec-managerial
15259,60,Bachelors,Divorced,White,>50K,Exec-managerial
15261,37,Bachelors,Never-married,White,>50K,Exec-managerial
15271,51,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
15275,25,Bachelors,Married-civ-spouse,White,>50K,Tech-support
15278,44,Some-college,Married-civ-spouse,White,>50K,Craft-repair
15279,52,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
15284,59,Some-college,Separated,White,>50K,Protective-serv
15290,32,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
15296,54,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
15311,41,Some-college,Married-civ-spouse,Black,>50K,Machine-op-inspct
15315,60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
15318,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
