,age,education,marital-status,race,income,occupation
4391,30,Some-college,Never-married,White,<=50K,Craft-repair
4392,34,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4393,19,Some-college,Never-married,White,<=50K,?
4394,39,HS-grad,Never-married,White,<=50K,Prof-specialty
4395,28,11th,Never-married,White,<=50K,Handlers-cleaners
4396,17,12th,Never-married,White,<=50K,Sales
4397,54,Bachelors,Never-married,White,<=50K,Prof-specialty
4398,24,Some-college,Never-married,White,<=50K,Sales
4399,25,HS-grad,Never-married,White,<=50K,Exec-managerial
4400,25,11th,Divorced,White,<=50K,Other-service
4401,48,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
4402,24,Bachelors,Never-married,White,<=50K,Sales
4403,31,Some-college,Married-civ-spouse,Asian-Pac-Islander,<=50K,Sales
4404,47,Some-college,Married-civ-spouse,White,>50K,Craft-repair
4405,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4406,19,Some-college,Never-married,White,<=50K,Adm-clerical
4407,52,Some-college,Married-civ-spouse,White,>50K,Sales
4408,52,HS-grad,Married-civ-spouse,White,<=50K,Adm-clerical
4409,19,HS-grad,Never-married,Asian-Pac-Islander,<=50K,?
4410,60,HS-grad,Married-civ-spouse,White,<=50K,Transport-moving
4411,43,Masters,Married-civ-spouse,White,>50K,Prof-specialty
4412,24,Assoc-acdm,Divorced,White,<=50K,Other-service
4413,20,Some-college,Never-married,White,<=50K,?
4414,51,HS-grad,Never-married,White,<=50K,Adm-clerical
4415,38,9th,Divorced,White,<=50K,Craft-repair
4416,21,Some-college,Never-married,White,<=50K,Adm-clerical
4417,40,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
4418,54,Some-college,Widowed,White,<=50K,Exec-managerial
4419,35,Bachelors,Never-married,White,<=50K,Other-service
4420,52,11th,Separated,Black,<=50K,Machine-op-inspct
4421,53,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
4422,56,Some-college,Widowed,Black,<=50K,?
4423,35,HS-grad,Divorced,Black,<=50K,Craft-repair
4424,43,Some-college,Divorced,White,<=50K,Sales
4425,29,Bachelors,Married-civ-spouse,White,<=50K,Craft-repair
4426,29,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,<=50K,Transport-moving
4427,27,HS-grad,Never-married,White,<=50K,Other-service
4428,58,Bachelors,Married-civ-spouse,White,<=50K,Adm-clerical
4429,64,HS-grad,Married-civ-spouse,White,<=50K,Handlers-cleaners
4430,53,HS-grad,Married-civ-spouse,Black,<=50K,Adm-clerical
4431,21,HS-grad,Never-married,White,<=50K,Adm-clerical
4432,40,Assoc-acdm,Divorced,White,<=50K,Exec-managerial
4433,52,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
4434,38,Assoc-voc,Never-married,White,<=50K,Tech-support
4435,40,Some-college,Divorced,White,<=50K,?
4436,39,HS-grad,Married-civ-spouse,White,<=50K,Exec-managerial
4437,56,Masters,Never-married,White,>50K,?
4438,68,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
4439,24,HS-grad,Never-married,White,<=50K,Sales
4440,40,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
4441,43,Prof-school,Married-civ-spouse,Black,>50K,Prof-specialty
4442,38,Bachelors,Never-married,White,<=50K,Exec-managerial
4443,45,HS-grad,Married-civ-spouse,White,>50K,Sales
4444,18,11th,Never-married,White,<=50K,Machine-op-inspct
4445,57,Masters,Married-civ-spouse,White,>50K,Exec-managerial
4446,49,HS-grad,Separated,Black,<=50K,Other-service
4447,25,Some-college,Never-married,White,<=50K,Exec-managerial
4448,52,Some-college,Divorced,White,<=50K,Adm-clerical
4449,56,10th,Divorced,White,<=50K,Craft-repair
4450,26,Some-college,Never-married,White,<=50K,Sales
4451,19,HS-grad,Never-married,White,<=50K,Craft-repair
4452,25,Bachelors,Never-married,Asian-Pac-Islander,<=50K,Adm-clerical
4453,25,HS-grad,Married-civ-spouse,White,<=50K,Adm-clerical
4454,21,HS-grad,Never-married,White,<=50K,Sales
4455,48,7th-8th,Married-civ-spouse,White,<=50K,Craft-repair
4456,33,Masters,Married-civ-spouse,White,<=50K,Prof-specialty
4457,31,HS-grad,Divorced,Other,<=50K,Protective-serv
4458,26,HS-grad,Divorced,White,<=50K,Farming-fishing
4459,37,Bachelors,Never-married,White,<=50K,Prof-specialty
4460,29,Some-college,Divorced,White,<=50K,?
4461,20,Some-college,Never-married,White,<=50K,Other-service
4462,28,Some-college,Married-civ-spouse,Other,<=50K,Sales
4463,49,HS-grad,Widowed,White,<=50K,Adm-clerical
4464,73,10th,Never-married,White,<=50K,?
4465,49,Masters,Married-civ-spouse,White,>50K,Exec-managerial
4466,51,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
4467,40,Some-college,Married-civ-spouse,White,<=50K,Sales
4468,24,Assoc-voc,Never-married,White,<=50K,Machine-op-inspct
4469,18,12th,Never-married,White,<=50K,Sales
4470,41,10th,Married-civ-spouse,Black,>50K,Transport-moving
4471,46,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
4472,46,HS-grad,Married-civ-spouse,White,<=50K,Adm-clerical
4473,64,10th,Married-civ-spouse,White,>50K,Transport-moving
4474,50,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
4475,53,Masters,Married-civ-spouse,White,>50K,Prof-specialty
4476,21,HS-grad,Never-married,White,<=50K,Craft-repair
4477,22,Some-college,Married-civ-spouse,White,<=50K,Other-service
4478,37,Bachelors,Divorced,White,>50K,Exec-managerial
4479,39,Prof-school,Never-married,White,>50K,Prof-specialty
4480,30,Bachelors,Married-civ-spouse,Asian-Pac-Islander,<=50K,Sales
4481,25,Bachelors,Never-married,White,<=50K,Prof-specialty
4482,26,Some-college,Never-married,Black,<=50K,Exec-managerial
4483,43,Bachelors,Never-married,White,<=50K,Sales
4484,59,HS-grad,Widowed,White,<=50K,Adm-clerical
4485,27,HS-grad,Married-spouse-absent,White,<=50K,Adm-clerical
4486,55,10th,Married-civ-spouse,Black,>50K,Craft-repair
4487,20,Some-college,Never-married,White,<=50K,Other-service
4488,25,Assoc-voc,Never-married,White,<=50K,Prof-specialty
4489,28,Assoc-acdm,Separated,White,<=50K,Other-service
4490,29,Bachelors,Never-married,White,<=50K,Sales
4491,60,11th,Married-civ-spouse,White,>50K,Sales
4492,37,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4493,25,11th,Divorced,White,<=50K,Sales
4494,27,Some-college,Married-civ-spouse,White,<=50K,Craft-repair
4495,50,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4496,41,Some-college,Married-civ-spouse,White,<=50K,Farming-fishing
4497,46,7th-8th,Married-civ-spouse,White,<=50K,Craft-repair
4498,35,Assoc-voc,Divorced,Black,<=50K,Other-service
4499,21,Some-college,Never-married,White,<=50K,?
4500,35,11th,Separated,White,<=50K,?
4501,40,HS-grad,Never-married,Black,<=50K,Handlers-cleaners
4502,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4503,29,Bachelors,Never-married,White,<=50K,Prof-specialty
4504,43,Bachelors,Divorced,White,<=50K,Prof-specialty
4505,39,Assoc-acdm,Never-married,Black,<=50K,Transport-moving
4506,35,HS-grad,Never-married,White,<=50K,Handlers-cleaners
4507,52,Some-college,Married-civ-spouse,White,<=50K,Machine-op-inspct
4508,25,Some-college,Never-married,Black,<=50K,Handlers-cleaners
4509,20,HS-grad,Never-married,White,<=50K,Machine-op-inspct
4510,46,Some-college,Divorced,White,<=50K,Other-service
4511,24,Bachelors,Never-married,White,<=50K,Exec-managerial
4512,29,Bachelors,Married-civ-spouse,Asian-Pac-Islander,<=50K,Craft-repair
4513,21,Some-college,Never-married,White,<=50K,Other-service
4514,37,Bachelors,Divorced,White,<=50K,Exec-managerial
4515,43,HS-grad,Never-married,White,<=50K,Adm-clerical
4516,19,HS-grad,Never-married,White,<=50K,Adm-clerical
4517,47,HS-grad,Married-civ-spouse,White,<=50K,Sales
4518,61,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
4519,21,Assoc-acdm,Never-married,White,<=50K,?
4520,35,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4521,60,10th,Married-civ-spouse,Black,<=50K,Handlers-cleaners
4522,27,Some-college,Never-married,White,<=50K,Adm-clerical
4523,57,Bachelors,Married-civ-spouse,Asian-Pac-Islander,<=50K,Prof-specialty
4524,56,1st-4th,Married-civ-spouse,White,<=50K,Craft-repair
4525,27,HS-grad,Never-married,White,<=50K,Exec-managerial
4526,47,7th-8th,Married-civ-spouse,Black,<=50K,Machine-op-inspct
4527,19,HS-grad,Never-married,White,<=50K,Other-service
4528,28,12th,Divorced,White,<=50K,Other-service
4529,43,10th,Married-civ-spouse,White,<=50K,Adm-clerical
4530,63,Some-college,Divorced,White,<=50K,Exec-managerial
4531,22,Some-college,Never-married,White,<=50K,?
4532,25,HS-grad,Divorced,Asian-Pac-Islander,<=50K,Handlers-cleaners
4533,35,HS-grad,Never-married,White,>50K,Machine-op-inspct
4534,20,HS-grad,Never-married,White,<=50K,Handlers-cleaners
4535,48,10th,Married-civ-spouse,White,<=50K,Sales
4536,30,Bachelors,Never-married,Black,<=50K,Prof-specialty
4537,31,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4538,20,HS-grad,Never-married,Asian-Pac-Islander,<=50K,Sales
4539,57,Masters,Married-civ-spouse,White,>50K,Prof-specialty
4540,41,Assoc-voc,Married-civ-spouse,White,>50K,Adm-clerical
4541,33,HS-grad,Divorced,White,<=50K,Adm-clerical
4542,27,Assoc-voc,Married-civ-spouse,White,<=50K,Farming-fishing
4543,34,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
4544,22,10th,Never-married,White,<=50K,Craft-repair
4545,50,Assoc-acdm,Married-civ-spouse,Black,>50K,Exec-managerial
4546,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4547,37,HS-grad,Married-civ-spouse,White,<=50K,Craft-repair
4548,40,Assoc-acdm,Divorced,White,<=50K,?
4549,53,Masters,Married-civ-spouse,White,>50K,Exec-managerial
4550,38,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
4551,25,HS-grad,Never-married,White,<=50K,Prof-specialty
4552,51,HS-grad,Married-civ-spouse,Black,<=50K,Craft-repair
4553,22,12th,Never-married,Black,<=50K,?
4554,18,Some-college,Never-married,White,<=50K,Other-service
4555,41,11th,Married-civ-spouse,White,>50K,Handlers-cleaners
4556,33,HS-grad,Never-married,White,<=50K,Adm-clerical
4557,33,Bachelors,Never-married,White,<=50K,Sales
4558,67,Some-college,Married-civ-spouse,White,<=50K,Transport-moving
4559,47,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
4560,24,Some-college,Never-married,White,<=50K,Machine-op-inspct
4561,32,7th-8th,Married-civ-spouse,White,<=50K,Other-service
4562,29,HS-grad,Never-married,White,<=50K,Other-service
4563,25,Assoc-voc,Never-married,White,<=50K,Sales
4564,33,Some-college,Divorced,White,<=50K,Adm-clerical
4565,55,Bachelors,Married-civ-spouse,White,<=50K,Craft-repair
4566,31,Some-college,Married-civ-spouse,White,>50K,Sales
4567,32,Masters,Married-civ-spouse,White,<=50K,Prof-specialty
4568,18,HS-grad,Never-married,White,<=50K,Protective-serv
4569,36,HS-grad,Divorced,White,<=50K,Adm-clerical
4570,58,HS-grad,Widowed,White,<=50K,Adm-clerical
4571,34,Masters,Married-civ-spouse,White,>50K,Exec-managerial
4572,19,11th,Never-married,White,<=50K,Handlers-cleaners
4573,21,HS-grad,Never-married,Black,<=50K,Adm-clerical
4574,36,HS-grad,Never-married,White,<=50K,Farming-fishing
4575,37,Bachelors,Married-civ-spouse,Black,>50K,Prof-specialty
4576,43,HS-grad,Married-civ-spouse,Black,<=50K,Machine-op-inspct
4577,52,Bachelors,Married-civ-spouse,White,<=50K,Protective-serv
4578,48,Assoc-voc,Divorced,White,<=50K,Other-service
4579,43,Some-college,Divorced,White,<=50K,Prof-specialty
4580,22,HS-grad,Never-married,White,<=50K,Other-service
4581,57,5th-6th,Divorced,White,<=50K,Transport-moving
4582,37,Assoc-acdm,Never-married,White,<=50K,Adm-clerical
4583,39,Some-college,Divorced,Asian-Pac-Islander,<=50K,Sales
4584,54,Some-college,Married-civ-spouse,White,>50K,Sales
4585,27,Assoc-acdm,Never-married,White,<=50K,Other-service
4586,21,HS-grad,Never-married,White,<=50K,Adm-clerical
4587,65,Some-college,Separated,White,<=50K,Adm-clerical
4588,30,Some-college,Married-civ-spouse,White,<=50K,Other-service
4589,22,9th,Never-married,White,<=50K,Machine-op-inspct
4590,26,Bachelors,Married-civ-spouse,White,<=50K,Sales
4591,25,11th,Separated,White,<=50K,Craft-repair
4592,35,Assoc-voc,Married-civ-spouse,White,>50K,?
4593,47,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
4594,23,Assoc-acdm,Never-married,White,<=50K,Other-service
4595,42,HS-grad,Married-civ-spouse,Black,>50K,Sales
4596,39,Some-college,Never-married,Asian-Pac-Islander,<=50K,Craft-repair
4597,55,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
4598,24,Masters,Married-spouse-absent,Asian-Pac-Islander,<=50K,Prof-specialty
4599,46,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
4600,53,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
4601,44,11th,Separated,Black,<=50K,Other-service
4602,40,HS-grad,Separated,Black,<=50K,Transport-moving
4603,48,Some-college,Married-civ-spouse,White,>50K,Craft-repair
4604,26,Assoc-voc,Separated,White,<=50K,Adm-clerical
4605,22,HS-grad,Never-married,White,<=50K,Sales
4606,35,HS-grad,Married-civ-spouse,White,<=50K,?
4607,20,Some-college,Never-married,White,<=50K,?
4608,43,HS-grad,Divorced,White,<=50K,Exec-managerial
4609,37,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4610,30,HS-grad,Married-civ-spouse,Asian-Pac-Islander,<=50K,Craft-repair
4611,41,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,<=50K,Sales
4612,38,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
4613,77,9th,Married-civ-spouse,Black,<=50K,?
4614,42,HS-grad,Married-civ-spouse,White,<=50K,Farming-fishing
4615,20,HS-grad,Never-married,Black,<=50K,Transport-moving
4616,36,Bachelors,Divorced,White,<=50K,Adm-clerical
4617,32,Assoc-voc,Never-married,Asian-Pac-Islander,<=50K,Prof-specialty
4618,27,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4619,25,Some-college,Divorced,White,<=50K,Protective-serv
4620,40,Masters,Never-married,White,<=50K,Exec-managerial
4621,18,11th,Never-married,White,<=50K,?
4622,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4623,17,11th,Never-married,White,<=50K,Other-service
4624,29,HS-grad,Never-married,White,<=50K,Sales
4625,47,Prof-school,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
4626,24,Some-college,Separated,White,<=50K,Handlers-cleaners
4627,58,7th-8th,Married-civ-spouse,White,<=50K,?
4628,29,HS-grad,Never-married,White,<=50K,Craft-repair
4629,45,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
4630,30,12th,Married-civ-spouse,White,<=50K,Craft-repair
4631,19,Some-college,Never-married,White,<=50K,Adm-clerical
4632,59,10th,Married-civ-spouse,White,>50K,Transport-moving
4633,47,7th-8th,Married-spouse-absent,White,<=50K,Other-service
4634,41,Some-college,Married-civ-spouse,Black,<=50K,Tech-support
4635,28,Assoc-acdm,Never-married,White,<=50K,Prof-specialty
4636,46,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
4637,40,Some-college,Married-civ-spouse,White,<=50K,Craft-repair
4638,66,10th,Divorced,Black,<=50K,Other-service
4639,30,Bachelors,Never-married,Black,>50K,Prof-specialty
4640,44,Some-college,Never-married,White,<=50K,Craft-repair
4641,58,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
4642,21,7th-8th,Never-married,White,<=50K,Other-service
4643,59,9th,Widowed,Black,<=50K,Other-service
4644,35,Some-college,Married-civ-spouse,White,<=50K,Other-service
4645,45,9th,Married-civ-spouse,Black,>50K,Adm-clerical
4646,30,HS-grad,Married-civ-spouse,White,<=50K,Transport-moving
4647,33,HS-grad,Never-married,Black,<=50K,Handlers-cleaners
4648,26,Some-college,Never-married,White,<=50K,Sales
4649,48,Some-college,Separated,Black,<=50K,Sales
4650,31,HS-grad,Never-married,Asian-Pac-Islander,<=50K,Sales
4651,36,HS-grad,Married-civ-spouse,White,<=50K,Exec-managerial
4652,48,HS-grad,Divorced,White,<=50K,Prof-specialty
4653,30,HS-grad,Married-civ-spouse,White,<=50K,Craft-repair
4654,33,HS-grad,Married-civ-spouse,White,>50K,Handlers-cleaners
4655,19,9th,Never-married,White,<=50K,?
4656,37,Assoc-acdm,Married-civ-spouse,Black,>50K,Prof-specialty
4657,53,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4658,18,Some-college,Never-married,White,<=50K,Other-service
4659,38,Some-college,Married-civ-spouse,White,>50K,Transport-moving
4660,34,Some-college,Never-married,White,<=50K,Other-service
4661,45,Bachelors,Married-civ-spouse,White,>50K,Sales
4662,33,Assoc-voc,Married-civ-spouse,White,<=50K,Prof-specialty
4663,35,Assoc-voc,Married-civ-spouse,White,<=50K,Craft-repair
4664,22,HS-grad,Never-married,Black,<=50K,Handlers-cleaners
4665,35,HS-grad,Divorced,White,<=50K,Other-service
4666,45,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,<=50K,Prof-specialty
4667,17,11th,Never-married,White,<=50K,Farming-fishing
4668,50,HS-grad,Married-civ-spouse,White,<=50K,Exec-managerial
4669,38,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4670,33,Some-college,Married-civ-spouse,White,>50K,Craft-repair
4671,46,HS-grad,Married-civ-spouse,White,<=50K,Sales
4672,25,Bachelors,Never-married,White,<=50K,Sales
4673,64,HS-grad,Married-civ-spouse,White,<=50K,Craft-repair
4674,62,Some-college,Married-civ-spouse,White,<=50K,Exec-managerial
4675,32,HS-grad,Married-civ-spouse,White,>50K,Tech-support
4676,17,11th,Never-married,White,<=50K,Sales
4677,61,HS-grad,Married-civ-spouse,White,<=50K,Craft-repair
4678,40,Doctorate,Never-married,Black,<=50K,Prof-specialty
4679,21,HS-grad,Never-married,White,<=50K,Exec-managerial
4680,39,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4681,35,Some-college,Married-civ-spouse,White,<=50K,Exec-managerial
4682,29,Assoc-voc,Married-civ-spouse,White,<=50K,Prof-specialty
4683,27,Assoc-acdm,Never-married,Black,<=50K,Transport-moving
4684,20,Assoc-acdm,Never-married,White,<=50K,Adm-clerical
4685,34,Some-college,Married-civ-spouse,White,>50K,?
4686,51,Masters,Never-married,White,<=50K,Prof-specialty
4687,45,HS-grad,Separated,Black,<=50K,Machine-op-inspct
4688,20,Some-college,Never-married,White,<=50K,?
4689,31,Some-college,Married-civ-spouse,White,<=50K,Craft-repair
4690,29,HS-grad,Never-married,Black,<=50K,Tech-support
4691,56,Bachelors,Married-civ-spouse,White,<=50K,Adm-clerical
4692,55,Some-college,Divorced,White,>50K,Tech-support
4693,26,Some-college,Never-married,White,<=50K,Tech-support
4694,46,Some-college,Married-civ-spouse,White,>50K,Craft-repair
4695,32,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4696,28,HS-grad,Married-civ-spouse,White,<=50K,Sales
4697,27,7th-8th,Never-married,White,<=50K,Other-service
4698,23,9th,Married-spouse-absent,White,<=50K,Craft-repair
4699,59,10th,Married-civ-spouse,White,<=50K,Craft-repair
4700,26,12th,Never-married,Other,<=50K,Craft-repair
4701,36,10th,Never-married,White,<=50K,Handlers-cleaners
4702,18,HS-grad,Never-married,White,<=50K,Sales
4703,33,9th,Divorced,White,<=50K,Handlers-cleaners
4704,60,Assoc-voc,Married-civ-spouse,White,>50K,Transport-moving
4705,40,HS-grad,Divorced,White,<=50K,Machine-op-inspct
4706,48,HS-grad,Married-civ-spouse,White,<=50K,Farming-fishing
4707,27,10th,Married-civ-spouse,White,<=50K,Craft-repair
4708,19,Some-college,Never-married,White,<=50K,Other-service
4709,38,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4710,26,Some-college,Divorced,White,<=50K,Craft-repair
4711,45,Assoc-voc,Married-civ-spouse,White,<=50K,Protective-serv
4712,20,Some-college,Never-married,White,<=50K,Adm-clerical
4713,32,HS-grad,Divorced,White,<=50K,Craft-repair
4714,22,Some-college,Never-married,White,<=50K,Handlers-cleaners
4715,22,HS-grad,Never-married,White,<=50K,Adm-clerical
4716,38,HS-grad,Never-married,Black,<=50K,Other-service
4717,34,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
4718,46,1st-4th,Widowed,Other,<=50K,Other-service
4719,39,Bachelors,Divorced,White,<=50K,Exec-managerial
4720,79,HS-grad,Widowed,White,<=50K,Other-service
4721,60,Bachelors,Married-civ-spouse,White,>50K,?
4722,24,HS-grad,Never-married,White,<=50K,Sales
4723,31,Some-college,Married-civ-spouse,White,<=50K,Craft-repair
4724,37,Bachelors,Married-civ-spouse,Asian-Pac-Islander,<=50K,Sales
4725,23,HS-grad,Never-married,White,<=50K,Craft-repair
4726,31,Some-college,Married-civ-spouse,White,<=50K,Transport-moving
4727,29,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4728,22,Bachelors,Never-married,White,<=50K,Prof-specialty
4729,69,Some-college,Widowed,White,<=50K,?
4730,55,HS-grad,Divorced,White,<=50K,Other-service
4731,43,HS-grad,Divorced,White,<=50K,Craft-repair
4732,23,7th-8th,Never-married,Other,<=50K,Farming-fishing
4733,29,HS-grad,Never-married,White,<=50K,Adm-clerical
4734,22,Assoc-voc,Never-married,White,<=50K,Other-service
4735,22,Some-college,Never-married,White,<=50K,Sales
4736,25,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
4737,29,Some-college,Never-married,White,<=50K,Machine-op-inspct
4738,25,Some-college,Never-married,Black,<=50K,Transport-moving
4739,33,HS-grad,Never-married,White,<=50K,Exec-managerial
4740,33,Bachelors,Never-married,White,>50K,Prof-specialty
4741,31,Doctorate,Never-married,White,<=50K,Prof-specialty
4742,30,Masters,Married-civ-spouse,White,>50K,Prof-specialty
4743,55,Bachelors,Married-civ-spouse,White,<=50K,Sales
4744,36,12th,Never-married,White,<=50K,Exec-managerial
4745,47,HS-grad,Widowed,White,<=50K,?
4746,28,Bachelors,Never-married,White,>50K,Sales
4747,42,Masters,Married-civ-spouse,White,>50K,Prof-specialty
4748,51,Assoc-acdm,Divorced,White,<=50K,Exec-managerial
4749,62,Bachelors,Divorced,Black,<=50K,Prof-specialty
4750,65,Some-college,Married-civ-spouse,White,>50K,Sales
4751,23,Bachelors,Married-civ-spouse,White,<=50K,Prof-specialty
4752,60,HS-grad,Married-civ-spouse,White,<=50K,?
4753,47,7th-8th,Married-civ-spouse,Black,>50K,Craft-repair
4754,50,HS-grad,Divorced,White,<=50K,Exec-managerial
4755,70,Bachelors,Married-civ-spouse,White,<=50K,?
4756,32,Bachelors,Married-civ-spouse,White,<=50K,Craft-repair
4757,37,Some-college,Married-civ-spouse,White,<=50K,Machine-op-inspct
4758,31,HS-grad,Never-married,White,>50K,Craft-repair
4759,76,10th,Widowed,Black,<=50K,Sales
4760,54,Bachelors,Divorced,Black,<=50K,Sales
4761,32,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
4762,31,Some-college,Never-married,White,<=50K,Adm-clerical
4763,31,Bachelors,Divorced,White,>50K,Protective-serv
4764,65,Prof-school,Divorced,White,<=50K,Prof-specialty
4765,30,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
4766,63,HS-grad,Married-civ-spouse,White,<=50K,?
4767,21,Some-college,Never-married,White,<=50K,Prof-specialty
4768,40,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Tech-support
4769,26,Some-college,Never-married,White,<=50K,Craft-repair
4770,18,11th,Never-married,White,<=50K,Other-service
4771,34,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4772,66,Some-college,Divorced,White,>50K,Other-service
4773,44,Some-college,Never-married,White,<=50K,Farming-fishing
4774,30,Assoc-acdm,Never-married,White,<=50K,Tech-support
4775,36,Bachelors,Never-married,White,<=50K,Craft-repair
4776,31,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
4777,22,Some-college,Never-married,White,<=50K,Sales
4778,28,7th-8th,Divorced,White,<=50K,?
4779,23,HS-grad,Never-married,Asian-Pac-Islander,<=50K,Sales
4780,49,Masters,Married-civ-spouse,White,>50K,Exec-managerial
4781,39,Bachelors,Separated,White,<=50K,Craft-repair
4782,67,Bachelors,Married-civ-spouse,White,>50K,?
4783,19,Some-college,Never-married,White,<=50K,Handlers-cleaners
4784,30,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
4785,25,Some-college,Never-married,Asian-Pac-Islander,<=50K,Craft-repair
4786,24,HS-grad,Never-married,Asian-Pac-Islander,<=50K,Transport-moving
4787,46,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4788,37,Masters,Married-civ-spouse,White,<=50K,Prof-specialty
4789,41,HS-grad,Married-civ-spouse,White,<=50K,Other-service
4790,40,Some-college,Married-civ-spouse,White,<=50K,Prof-specialty
4791,44,HS-grad,Divorced,White,<=50K,Adm-clerical
4792,32,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4793,58,HS-grad,Married-civ-spouse,Black,>50K,Handlers-cleaners
4794,48,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4795,34,Bachelors,Married-civ-spouse,White,<=50K,Exec-managerial
4796,29,Assoc-voc,Never-married,Black,<=50K,Adm-clerical
4797,46,Bachelors,Married-civ-spouse,White,>50K,Sales
4798,36,HS-grad,Never-married,Asian-Pac-Islander,<=50K,Transport-moving
4799,59,Bachelors,Never-married,White,<=50K,Adm-clerical
4800,29,12th,Married-civ-spouse,White,<=50K,Transport-moving
4801,50,Masters,Never-married,White,<=50K,?
4802,25,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4803,27,Assoc-acdm,Never-married,Asian-Pac-Islander,<=50K,Other-service
4804,48,HS-grad,Married-civ-spouse,White,<=50K,Farming-fishing
4805,51,Doctorate,Never-married,White,>50K,Prof-specialty
4806,36,HS-grad,Divorced,White,>50K,Transport-moving
4807,42,11th,Divorced,White,>50K,Sales
4808,49,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
4809,33,Some-college,Never-married,White,<=50K,Tech-support
4810,40,Bachelors,Divorced,White,>50K,Sales
4811,26,Bachelors,Never-married,White,<=50K,Prof-specialty
4812,69,HS-grad,Divorced,White,>50K,?
4813,59,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4814,30,HS-grad,Never-married,White,<=50K,Adm-clerical
4815,31,Assoc-acdm,Married-civ-spouse,White,<=50K,Adm-clerical
4816,30,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
4817,27,Bachelors,Never-married,White,<=50K,Exec-managerial
4818,20,Some-college,Never-married,White,<=50K,?
4819,56,Assoc-acdm,Divorced,White,<=50K,Adm-clerical
4820,24,HS-grad,Married-civ-spouse,White,<=50K,Machine-op-inspct
4821,47,Bachelors,Divorced,White,<=50K,Sales
4822,51,Bachelors,Never-married,Black,<=50K,Prof-specialty
4823,34,HS-grad,Married-civ-spouse,White,<=50K,Craft-repair
4824,47,HS-grad,Divorced,Black,<=50K,Other-service
4825,47,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
4826,20,Some-college,Never-married,Asian-Pac-Islander,<=50K,Adm-clerical
4827,34,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
4828,31,11th,Divorced,White,<=50K,Other-service
